"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Albany","2,601","","0","","0","0","26","2","24","0","1"
"Albert Lea","18,082","","0","","1","25","494","55","425","14","6"
"Alexandria","11,192","","0","","2","14","320","47","257","16","0"
"Annandale","3,292","","0","","0","5","80","11","66","3","0"
"Anoka","17,367","","0","","15","16","747","74","634","39","6"
"Appleton","1,401","","0","","0","3","20","6","14","0","0"
"Apple Valley","49,827","","2","","16","18","1,116","109","981","26","4"
"Arden Hills","9,704","","0","","1","2","156","32","108","16","1"
"Aurora","1,693","","0","","0","0","0","0","0","0","0"
"Austin","24,993","","0","","11","46","712","154","540","18","1"
"Avon","1,411","","0","","0","0","13","2","11","0","0"
"Babbitt","1,484","","0","","0","3","37","3","33","1","1"
"Baxter","7,691","","0","","0","8","504","8","493","3","1"
"Bayport","3,518","","0","","0","0","43","5","34","4","0"
"Becker","4,609","","0","","0","5","43","10","32","1","0"
"Belgrade","748","","0","","0","0","0","0","0","0","0"
"Belle Plaine","6,836","","0","","0","4","100","4","95","1","0"
"Bemidji","13,745","","1","","7","35","1,332","98","1,203","31","7"
"Benson","3,214","","0","","0","9","110","25","79","6","0"
"Big Lake","10,222","","0","","0","12","144","18","124","2","0"
"Blackduck","804","","0","","0","1","23","0","23","0","0"
"Blaine","57,953","","0","","11","29","1,922","200","1,666","56","3"
"Blooming Prairie","2,007","","0","","0","0","0","0","0","0","0"
"Bloomington","84,596","","0","","59","63","3,212","227","2,908","77","21"
"Blue Earth","3,365","","1","","0","4","47","9","37","1","0"
"Brainerd","13,734","","0","","2","36","695","103","575","17","1"
"Breckenridge","3,417","","0","","2","2","78","22","54","2","0"
"Brooklyn Center","30,725","","1","","54","49","1,571","249","1,196","126","5"
"Brooklyn Park","77,346","","4","","91","122","2,629","493","2,001","135","17"
"Brownton","762","","0","","0","0","2","0","2","0","0"
"Buffalo","15,765","","0","","1","12","423","53","363","7","3"
"Burnsville","61,218","","0","","17","86","1,810","202","1,536","72","4"
"Caledonia","2,868","","0","","0","2","34","5","28","1","0"
"Cambridge","8,262","","0","","0","1","318","27","285","6","0"
"Cannon Falls","4,112","","0","","0","3","112","23","85","4","0"
"Centennial Lakes","10,903","","0","","0","13","130","15","108","7","0"
"Champlin","23,568","","0","","2","10","382","66","312","4","4"
"Chaska","24,344","","0","","3","10","339","36","300","3","4"
"Chisholm","5,008","","0","","0","2","107","8","94","5","0"
"Cloquet","12,226","","1","","3","17","539","66","455","18","2"
"Cold Spring","5,508","","1","","0","1","43","4","37","2","0"
"Columbia Heights","19,758","","0","","18","38","595","132","438","25","1"
"Coon Rapids","62,301","","1","","16","42","1,917","194","1,663","60","10"
"Corcoran","5,491","","0","","0","6","47","5","38","4","0"
"Cottage Grove","35,277","","1","","3","13","651","110","520","21","15"
"Crookston","7,907","","1","","2","16","165","35","120","10","1"
"Crosby","2,410","","0","","0","1","54","8","43","3","0"
"Crystal","22,607","","1","","18","15","720","116","572","32","3"
"Dawson","1,536","","0","","0","1","18","4","14","0","0"
"Dayton","4,766","","0","","0","7","54","20","27","7","0"
"Deephaven-Woodland","4,163","","0","","0","0","24","9","14","1","0"
"Dilworth","4,108","","0","","0","9","187","13","173","1","1"
"Duluth","86,830","","2","","90","213","3,861","642","3,047","172","54"
"Eagan","65,180","","0","","11","15","1,526","181","1,301","44","6"
"Eagle Lake","2,453","","0","","0","3","22","7","14","1","0"
"East Grand Forks","8,615","","0","","0","10","197","25","163","9","0"
"Eden Prairie","62,052","","0","","3","11","963","107","836","20","6"
"Edina","48,932","","0","","5","8","871","112","741","18","1"
"Elk River","23,335","","0","","3","15","564","58","498","8","3"
"Elmore","666","","0","","0","4","14","5","9","0","0"
"Ely","3,482","","0","","0","2","75","4","67","4","0"
"Eveleth","3,742","","0","","1","6","135","27","97","11","2"
"Fairmont","10,657","","0","","1","12","284","36","241","7","1"
"Falcon Heights","5,416","","0","","1","3","137","24","103","10","0"
"Faribault","23,600","","0","","9","41","790","138","635","17","11"
"Farmington","21,403","","0","","2","12","203","33","155","15","2"
"Fergus Falls","13,209","","0","","3","22","464","91","355","18","4"
"Floodwood","531","","0","","0","6","41","1","39","1","0"
"Forest Lake","18,738","","0","","3","6","428","46","349","33","1"
"Fridley","27,574","","0","","17","36","1,238","165","1,004","69","3"
"Gilbert","1,810","","0","","0","0","1","1","0","0","0"
"Glencoe","5,634","","1","","0","2","108","14","93","1","0"
"Glenwood","2,557","","0","","0","3","27","9","18","0","0"
"Golden Valley","20,787","","0","","9","9","518","100","399","19","3"
"Goodview","4,055","","0","","0","2","84","16","66","2","0"
"Grand Rapids","10,932","","0","","1","20","482","35","433","14","0"
"Granite Falls","2,882","","0","","0","5","35","5","28","2","0"
"Hallock","979","","0","","0","0","0","0","0","0","0"
"Hastings","22,502","","0","","4","20","702","106","570","26","3"
"Hermantown","9,476","","0","","0","1","332","46","281","5","0"
"Hibbing","16,469","","0","","3","16","90","6","82","2","0"
"Hilltop","755","","0","","0","5","92","10","81","1","1"
"Hokah","579","","0","","0","1","13","1","12","0","0"
"Houston","979","","0","","0","2","19","4","13","2","0"
"Hoyt Lakes","2,031","","0","","0","0","0","0","0","0","0"
"Hutchinson","14,183","","0","","1","13","419","30","377","12","5"
"International Falls","6,417","","0","","0","11","186","37","143","6","0"
"Inver Grove Heights","34,394","","0","","16","43","843","161","608","74","0"
"Janesville","2,286","","0","","0","0","16","5","10","1","0"
"Jordan","5,619","","0","","0","4","67","3","64","0","0"
"Kasson","6,016","","0","","1","3","39","9","30","0","0"
"Kimball","771","","0","","0","1","1","0","1","0","0"
"La Crescent","4,864","","0","","0","0","0","0","0","0","0"
"Lake City","5,080","","0","","1","1","80","13","63","4","0"
"Lake Crystal","2,582","","0","","0","1","52","11","40","1","0"
"Lakes Area","9,473","","0","","1","10","84","19","61","4","0"
"Lakeville","56,805","","0","","1","9","756","123","620","13","4"
"Lauderdale","2,423","","0","","2","2","42","5","31","6","2"
"Lester Prairie","1,732","","0","","0","4","15","3","11","1","0"
"Le Sueur","4,076","","0","","1","2","78","18","56","4","0"
"Lewiston","1,627","","0","","0","2","3","0","3","0","0"
"Lino Lakes","20,478","","0","","0","11","188","21","164","3","2"
"Litchfield","6,758","","0","","1","4","118","24","87","7","0"
"Little Canada","9,956","","0","","5","21","256","50","152","54","9"
"Little Falls","8,403","","0","","0","13","175","10","156","9","0"
"Long Prairie","3,473","","0","","0","3","77","6","70","1","0"
"Mankato","39,782","","0","","29","90","1,912","346","1,508","58","8"
"Maple Grove","62,840","","0","","11","13","1,280","158","1,097","25","2"
"Mapleton","1,777","","0","","0","3","20","4","15","1","2"
"Maplewood","38,719","","0","","21","38","2,477","288","1,992","197","2"
"Marshall","13,788","","0","","0","25","403","124","270","9","3"
"Medina","4,995","","0","","0","0","99","14","84","1","1"
"Melrose","3,637","","0","","0","1","41","11","30","0","0"
"Mendota Heights","11,240","","0","","1","5","329","54","258","17","0"
"Milaca","2,953","","0","","0","0","23","0","23","0","0"
"Minneapolis","390,240","3,872","39","403","1,719","1,711","19,359","4,782","12,760","1,817","117"
"Minnetonka","50,758","","0","","5","15","836","185","629","22","11"
"Minnetrista","8,846","","1","","0","0","89","11","76","2","0"
"Montevideo","5,365","","1","","0","11","99","7","92","0","2"
"Montgomery","2,969","","0","","1","3","54","8","45","1","0"
"Moorhead","38,813","","0","","5","43","865","145","688","32","16"
"Moose Lake","2,771","","0","","0","4","96","1","93","2","0"
"Morris","5,299","","0","","1","2","141","10","130","1","1"
"Mound","9,239","","0","","0","5","142","24","113","5","2"
"Mounds View","12,384","","2","","5","25","408","69","312","27","2"
"Mountain Iron","2,887","","0","","0","0","0","0","0","0","0"
"Mountain Lake","2,117","","0","","0","0","0","0","0","0","0"
"New Brighton","21,854","","0","","10","14","584","104","441","39","3"
"New Hope","20,748","","0","","10","19","589","88","474","27","5"
"Newport","3,503","","0","","1","3","173","25","137","11","0"
"New Prague","7,448","","0","","1","6","108","14","92","2","1"
"New Richland","1,220","","0","","0","0","0","0","0","0","0"
"New Ulm","13,526","","0","","0","4","235","61","171","3","0"
"North Branch","10,196","","1","","2","16","331","35","271","25","11"
"Northfield","20,213","","0","","7","5","391","53","321","17","8"
"North Mankato","13,523","","0","","1","4","219","28","185","6","0"
"North Oaks","4,552","","0","","0","0","30","7","23","0","0"
"North St. Paul","11,675","","0","","2","2","292","35","234","23","0"
"Oakdale","27,921","","0","","10","35","1,238","184","978","76","6"
"Oak Park Heights","4,417","","0","","0","1","222","16","204","2","0"
"Orono","11,646","","0","","0","6","133","43","89","1","0"
"Ortonville","1,917","","0","","0","0","1","0","1","0","0"
"Osakis","1,757","","0","","1","3","23","3","19","1","0"
"Osseo","2,479","","0","","0","0","0","0","0","0","0"
"Owatonna","25,734","","0","","1","22","612","82","509","21","4"
"Park Rapids","3,710","","0","","0","6","228","34","183","11","1"
"Paynesville","2,459","","0","","0","3","64","9","53","2","0"
"Plainview","3,350","","0","","0","0","0","0","0","0","0"
"Plymouth","72,020","","0","","14","19","1,198","258","909","31","6"
"Princeton","4,706","","0","","5","3","146","17","122","7","0"
"Prior Lake","23,410","","0","","4","7","455","45","388","22","0"
"Proctor","3,078","","0","","0","3","87","10","70","7","2"
"Ramsey","23,988","","0","","2","7","532","68","456","8","3"
"Red Wing","16,578","","0","","6","26","655","95","529","31","2"
"Redwood Falls","5,260","","0","","1","18","177","35","137","5","2"
"Richfield","35,953","","1","","31","32","928","189","691","48","7"
"Robbinsdale","14,239","","1","","17","13","443","92","316","35","0"
"Rochester","108,582","","2","","55","104","2,721","495","2,137","89","13"
"Rogers","8,945","","0","","1","2","124","7","111","6","2"
"Roseau","2,635","","0","","0","1","44","2","41","1","0"
"Rosemount","22,206","","0","","0","6","262","41","214","7","2"
"Roseville","34,276","","0","","11","25","1,491","162","1,230","99","2"
"Sartell","16,056","","0","","1","3","384","24","356","4","0"
"Sauk Centre","4,367","","0","","1","3","95","8","84","3","0"
"Sauk Rapids","12,928","","0","","2","8","129","39","82","8","0"
"Savage","27,635","","0","","2","19","666","90","561","15","4"
"Shakopee","38,057","","0","","9","54","1,141","146","969","26","7"
"Shoreview","25,513","","0","","1","10","282","61","204","17","5"
"Silver Bay","1,893","","0","","0","2","9","5","3","1","0"
"Silver Lake","836","","0","","0","1","6","2","4","0","0"
"Slayton","2,145","","0","","0","0","12","5","7","0","0"
"Sleepy Eye","3,600","","0","","0","0","7","3","3","1","0"
"South Lake Minnetonka","11,901","","0","","1","12","139","36","101","2","0"
"South St. Paul","20,465","","0","","6","39","542","120","365","57","12"
"Springfield","2,152","","0","","0","0","0","0","0","0","0"
"Spring Grove","1,330","","0","","0","0","0","0","0","0","0"
"Spring Lake Park","6,498","","0","","6","19","344","41","282","21","0"
"St. Anthony","8,388","","1","","2","5","335","44","277","14","0"
"Staples","2,993","","0","","1","7","83","18","60","5","0"
"St. Charles","3,752","","0","","0","0","36","4","28","4","2"
"St. Francis","7,315","","0","","1","8","167","26","131","10","0"
"Stillwater","18,582","","1","","1","8","478","86","370","22","4"
"St. James","4,637","","0","","0","5","113","15","96","2","2"
"St. Louis Park","46,176","","0","","16","15","1,490","247","1,192","51","6"
"St. Paul","290,700","2,101","13","168","658","1,262","11,893","3,150","6,938","1,805","135"
"St. Paul Park","5,384","","0","","0","4","206","36","154","16","1"
"St. Peter","11,295","","0","","3","7","255","28","225","2","1"
"Thief River Falls","8,716","","0","","1","7","242","32","202","8","1"
"Tracy","2,180","","0","","0","0","0","0","0","0","0"
"Two Harbors","3,754","","0","","0","0","16","1","15","0","0"
"Vadnais Heights","12,533","","0","","5","15","396","46","298","52","7"
"Virginia","8,769","","0","","9","28","517","53","449","15","2"
"Wabasha","2,529","","0","","0","2","73","16","54","3","1"
"Waite Park","6,790","","0","","5","18","656","41","604","11","0"
"Warroad","1,781","","0","","0","3","34","3","30","1","0"
"Waseca","9,538","","0","","3","12","200","24","170","6","0"
"Wayzata","3,764","","0","","0","2","120","15","103","2","0"
"Wells","2,351","","0","","0","0","17","2","15","0","0"
"West Hennepin","5,380","","0","","0","0","60","13","44","3","0"
"West St. Paul","19,834","","0","","17","35","931","103","737","91","1"
"Wheaton","1,419","","0","","0","0","15","2","11","2","1"
"White Bear Lake","24,241","","0","","6","28","790","174","539","77","4"
"White Bear Township","11,155","","0","","1","3","154","30","112","12","3"
"Willmar","19,708","","0","","8","34","593","73","502","18","3"
"Windom","4,676","","0","","0","5","88","31","52","5","2"
"Winnebago","1,442","","0","","0","0","37","11","24","2","1"
"Winona","27,731","","0","","7","21","498","91","380","27","0"
"Winsted","2,357","","0","","0","2","34","5","27","2","0"
"Woodbury","63,190","","0","","7","11","1,448","193","1,207","48","4"
"Worthington","12,858","","0","","2","18","206","45","150","11","1"
"Wyoming","7,847","","0","","0","2","89","15","63","11","2"
"Zumbrota","3,277","","0","","0","4","57","13","36","8","2"
